nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
1630256,Jae'Sean Tate,2026,HOU,SF,8.795,-3.141,-2.007,-1.134,-0.165,Shot Creator,Helper
1630264,Anthony Gill,2026,WAS,PF,17.289,-3.584,-2.586,-0.998,-0.641,Athletic Finisher,Anchor Big
1630286,Trevon Scott,2026,BRK,PF,30.372,-0.971,-0.927,-0.044,0.17,Athletic Finisher,Mobile Big
1630311,Pat Spencer,2026,GSW,PG,18.616,-1.843,-0.989,-0.854,0.478,Primary Ball Handler,Chaser
1630314,Brandon Williams,2026,DAL,PG,22.158,1.036,1.122,-0.086,3.204,Primary Ball Handler,Point of Attack
1630322,Lindy Waters Iii,2026,SAS,SG,7.116,-2.18,-1.261,-0.919,0.051,Movement Shooter,Chaser
1630526,Jeremiah Robinson-Earl,2026,IND/DAL,PF,16.388,-1.611,-0.797,-0.814,0.192,Movement Shooter,Helper
1630529,Herbert Jones,2026,NOP,SF,28.362,-0.274,-1.269,0.995,2.175,Movement Shooter,Wing Stopper
1630530,Trey Murphy Iii,2026,NOP,SF,35.461,0.541,1.476,-0.935,4.402,Secondary Ball Handler,Helper
1630532,Franz Wagner,2026,ORL,SF,29.969,2.297,1.688,0.608,3.031,Shot Creator,Wing Stopper
1630533,Ziaire Williams,2026,BRK,SF,22.878,-1.191,-1.8,0.608,1.019,Movement Shooter,Wing Stopper
1630534,Ochai Agbaji,2026,TOR/BRK,SG,15.695,-2.028,-1.91,-0.118,0.267,Movement Shooter,Chaser
1630536,Sharife Cooper,2026,WAS,PG,17.073,-2.442,-1.014,-1.428,0.014,Shot Creator,Point of Attack
1630538,Bones Hyland,2026,MIN,PG,16.574,1.322,1.562,-0.24,2.789,Primary Ball Handler,Chaser
1630540,Miles Mcbride,2026,NYK,SG,26.34,0.971,1.331,-0.36,2.323,Secondary Ball Handler,Point of Attack
1630541,Moses Moody,2026,GSW,SG,25.66,0.325,-0.325,0.65,2.688,Movement Shooter,Wing Stopper
1630543,Isaiah Jackson,2026,IND/LAC,C,16.512,0.003,-0.777,0.779,1.402,Roll + Cut Big,Mobile Big
1630544,Tre Mann,2026,CHO,PG,12.61,-1.69,-0.979,-0.711,0.324,Secondary Ball Handler,Low Activity
1630545,Terrence Shannon Jr.,2026,MIN,SG,12.503,-2.196,-0.586,-1.61,0.092,Shot Creator,Helper
1630548,Johnny Juzang,2026,MIN,SG,4.175,-1.227,-0.248,-0.979,0.068,Low Minute,Chaser
1630549,Day'Ron Sharpe,2026,BRK,C,18.706,0.489,-0.702,1.191,2.144,Roll + Cut Big,Mobile Big
1630551,Justin Champagnie,2026,WAS,SF,19.962,-0.896,0.052,-0.949,1.349,Movement Shooter,Helper
1630552,Jalen Johnson,2026,ATL,SF,35.159,1.244,1.059,0.185,5.876,Shot Creator,Helper
1630557,Corey Kispert,2026,WAS/ATL,SF,18.612,-1.005,0.283,-1.288,0.984,Off Screen Shooter,Helper
1630558,Davion Mitchell,2026,MIA,PG,28.574,-0.086,-0.451,0.366,2.976,Shot Creator,Point of Attack
1630559,Austin Reaves,2026,LAL,SG,34.54,2.39,2.295,0.095,5.341,Shot Creator,Point of Attack
1630560,Cam Thomas,2026,BRK/MIL,SG,20.962,-1.622,0.882,-2.504,0.464,Shot Creator,Chaser
1630567,Scottie Barnes,2026,TOR,PF,33.507,2.995,1.081,1.914,9.119,Shot Creator,Wing Stopper
1630568,Luka Garza,2026,BOS,C,16.2,0.646,1.033,-0.388,2.176,Stretch Big,Mobile Big
1630570,Trendon Watford,2026,PHI,PF,16.296,-2.687,-1.924,-0.763,-0.113,Shot Creator,Helper
1630572,Sandro Mamukelashvili,2026,TOR,C,21.881,1.566,1.156,0.41,4.414,Stationary Shooter,Mobile Big
1630573,Sam Hauser,2026,BOS,PF,24.794,0.587,0.442,0.144,3.693,Off Screen Shooter,Helper
1630574,Ariel Hukporti,2026,NYK,C,9.219,-1.842,-3.086,1.244,0.194,Roll + Cut Big,Mobile Big
1630577,Julian Champagnie,2026,SAS,SF,27.631,1.54,0.16,1.38,5.678,Movement Shooter,Helper
1630578,Alperen Sengun,2026,HOU,C,33.296,1.058,1.055,0.003,5.285,Shot Creator,Mobile Big
1630579,Jericho Sims,2026,MIL,C,19.667,-3.55,-2.796,-0.754,-0.862,Athletic Finisher,Helper
1630581,Josh Giddey,2026,CHI,PG,32.06,0.513,1.28,-0.768,3.226,Primary Ball Handler,Helper
1630583,Santi Aldama,2026,MEM,PF,27.859,-0.9,-0.428,-0.472,1.17,Movement Shooter,Helper
1630587,Isaiah Livers,2026,PHO,PF,9.647,-2.356,-2.553,0.197,0.025,Stationary Shooter,Helper
1630590,Scotty Pippen Jr.,2026,MEM,PG,21.187,-1.068,-0.787,-0.281,0.185,Primary Ball Handler,Point of Attack
1630591,Jalen Suggs,2026,ORL,PG,27.604,2.175,0.623,1.552,4.562,Primary Ball Handler,Point of Attack
1630592,Jalen Wilson,2026,BRK,PF,15.91,-2.422,-1.669,-0.753,0.027,Movement Shooter,Helper
1630595,Cade Cunningham,2026,DET,PG,33.929,5.383,4.104,1.279,10.44,Shot Creator,Chaser
1630596,Evan Mobley,2026,CLE,PF,31.909,3.067,1.721,1.346,7.146,Shot Creator,Mobile Big
1630598,Aaron Wiggins,2026,OKC,SG,21.751,-0.34,-0.754,0.414,1.878,Movement Shooter,Helper
1630604,E.J. Liddell,2026,BRK,PF,13.43,-1.411,-1.326,-0.085,0.23,Movement Shooter,Helper
1630610,Dejon Jarreau,2026,MEM,SG,20.976,-1.964,-1.565,-0.399,0.073,Secondary Ball Handler,Chaser
1630611,Gui Santos,2026,GSW,PF,20.518,0.102,-0.674,0.776,2.24,Shot Creator,Helper
1630619,Moussa Cisse,2026,DAL,C,13.936,0.056,-1.642,1.698,0.835,Roll + Cut Big,Anchor Big
1630621,Hunter Dickinson,2026,NOP,C,8.49,-0.928,-0.379,-0.549,0.041,Low Minute,Anchor Big
1630623,Tyson Etienne,2026,BRK,PG,15.834,-2.449,-0.705,-1.745,0.006,Movement Shooter,Point of Attack
1630625,Dalano Banton,2026,LAC/BOS,PG,10.275,-1.066,-0.52,-0.546,0.054,Low Minute,Helper
1630631,Jose Alvarado,2026,NOP/NYK,PG,19.857,-1.452,-0.463,-0.989,0.867,Primary Ball Handler,Chaser
1630639,A.J. Lawson,2026,TOR,SG,9.419,-1.04,-0.99,-0.051,0.201,Movement Shooter,Chaser
1630643,Jay Huff,2026,IND,C,20.964,-0.393,-0.798,0.405,2.226,Stretch Big,Mobile Big
1630644,Mac Mcclung,2026,IND/CHI,SG,12.288,0.022,0.192,-0.17,0.21,Shot Creator,Chaser
1630649,Stanley Umude,2026,SAS,SG,3.283,-0.912,-0.386,-0.525,0.006,Low Minute,Helper
1630658,Colin Castleton,2026,ORL,C,5.346,-0.61,-0.331,-0.279,0.025,Low Minute,Mobile Big
1630679,Ethan Thompson,2026,IND,SG,20.41,-1.015,-1.02,0.005,0.591,Movement Shooter,Chaser
1630692,Jordan Goodwin,2026,PHO,PG,22.45,1.917,1.064,0.853,4.306,Movement Shooter,Wing Stopper
1630695,Micah Potter,2026,IND,C,19.324,-0.151,-0.197,0.046,1.314,Stretch Big,Mobile Big
1630696,Dru Smith,2026,MIA,SG,16.302,0.483,-0.865,1.348,2.105,Shot Creator,Point of Attack
1630699,Marjon Beauchamp,2026,PHI,SF,14.007,-1.204,-0.83,-0.374,0.154,Movement Shooter,Chaser
1630700,Dyson Daniels,2026,ATL,SG,33.149,2.287,0.38,1.907,7.478,Primary Ball Handler,Point of Attack
1630702,Jaden Hardy,2026,DAL/WAS,SG,15.754,-2.372,-0.192,-2.181,0.056,Shot Creator,Low Activity
1630703,Scoot Henderson,2026,POR,PG,24.927,-0.971,-0.198,-0.773,0.698,Shot Creator,Point of Attack
1630811,Keaton Wallace,2026,ATL,PG,10.111,-1.246,-1.103,-0.143,0.408,Secondary Ball Handler,Point of Attack
1630828,Alex Antetokounmpo,2026,MIL,SF,3.439,0.109,0.135,-0.025,0.033,Low Minute,Helper
1630846,Olivier Sarr,2026,CLE,C,9.838,-0.495,-0.208,-0.287,0.048,Low Minute,Helper
1631093,Jaden Ivey,2026,DET/CHI,SG,18.113,-1.508,-0.829,-0.679,0.4,Movement Shooter,Point of Attack
1631094,Paolo Banchero,2026,ORL,PF,34.744,0.875,0.98,-0.105,5.229,Shot Creator,Wing Stopper
1631095,Jabari Smith Jr.,2026,HOU,PF,35.131,0.822,0.041,0.781,5.565,Movement Shooter,Helper
1631096,Chet Holmgren,2026,OKC,PF,28.944,5.103,1.638,3.465,9.283,Shot Creator,Mobile Big
1631097,Bennedict Mathurin,2026,IND/LAC,SF,30,-0.031,0.227,-0.259,2.466,Shot Creator,Chaser
1631099,Keegan Murray,2026,SAC,PF,34.48,-0.378,-1.1,0.722,1.034,Movement Shooter,Wing Stopper
1631101,Shaedon Sharpe,2026,POR,SG,29.423,-1.205,0.264,-1.469,1.157,Shot Creator,Chaser
1631102,Tyty Washington Jr.,2026,LAC,PG,5.507,-0.711,-0.52,-0.192,0.097,Low Minute,Chaser
1631103,Malaki Branham,2026,WAS,SG,9.838,-0.687,-0.46,-0.227,0.306,Secondary Ball Handler,Helper
1631104,Blake Wesley,2026,POR,SG,11.637,-1.462,-0.835,-0.627,0.226,Shot Creator,Chaser
1631105,Jalen Duren,2026,DET,C,28.225,3.992,2.617,1.375,7.905,Shot Creator,Mobile Big
1631106,Tari Eason,2026,HOU,PF,25.814,0.136,-0.358,0.494,2.52,Stationary Shooter,Wing Stopper
1631107,Nikola Jovic,2026,MIA,PF,17.191,-1.459,-1.22,-0.239,0.507,Shot Creator,Helper
1631108,Max Christie,2026,DAL,SG,29.146,-2.115,-1.518,-0.597,0.496,Movement Shooter,Point of Attack
1631109,Mark Williams,2026,PHO,C,23.598,0.765,-0.529,1.294,2.862,Roll + Cut Big,Mobile Big
1631110,Jeremy Sochan,2026,SAS/NYK,PF,10.646,-2.423,-1.96,-0.463,0.015,Stretch Big,Wing Stopper
1631111,Wendell Moore Jr.,2026,DET,SG,9.922,-1.586,-0.954,-0.632,0.033,Low Minute,Chaser
1631113,Kennedy Chandler,2026,UTA,PG,32.292,-1.274,-0.222,-1.052,0.264,Primary Ball Handler,Chaser
1631114,Jalen Williams,2026,OKC,SG,28.36,1.597,1.441,0.156,2.378,Shot Creator,Wing Stopper
1631115,Orlando Robinson,2026,ORL,C,6.204,-0.761,-0.244,-0.517,0.026,Low Minute,Mobile Big
1631116,Patrick Baldwin Jr.,2026,LAC/PHI/SAC,SF,11.385,-0.664,-0.686,0.022,0.115,Stationary Shooter,Helper
1631117,Walker Kessler,2026,UTA,C,30.79,0.071,-0.667,0.738,0.244,Athletic Finisher,Mobile Big
1631119,Jaylin Williams,2026,OKC,PF,19.649,0.998,-1.117,2.115,2.768,Stationary Shooter,Anchor Big
1631120,Jd Davison,2026,HOU,PG,7.8,-1.771,-1.089,-0.682,0.095,Secondary Ball Handler,Point of Attack
1631121,Bryce Mcgowens,2026,NOP,SG,20.949,-1.288,-0.348,-0.94,0.646,Stationary Shooter,Wing Stopper
1631123,Jamaree Bouyea,2026,PHO,PG,13.998,-0.269,-0.51,0.24,0.884,Slasher,Point of Attack
1631124,Julian Strawther,2026,DEN,SG,15.099,-2.076,-1.232,-0.844,0.211,Movement Shooter,Low Activity
1631126,Caleb Love,2026,POR,SG,20.663,-2.419,-0.441,-1.979,0.034,Secondary Ball Handler,Chaser
1631127,Harrison Ingram,2026,SAS,SF,3.731,-0.897,-0.416,-0.48,0.026,Low Minute,Chaser
1631128,Christian Braun,2026,DEN,SG,31.795,-0.326,-0.361,0.035,1.87,Stationary Shooter,Point of Attack
1631131,Oscar Tshiebwe,2026,UTA,C,16.608,-0.345,0.121,-0.466,0.594,Roll + Cut Big,Mobile Big
1631132,Christian Koloko,2026,LAL/MEM/ATL,C,13.208,-1.424,-1.941,0.517,0.232,Athletic Finisher,Mobile Big
1631133,Jabari Walker,2026,PHI,PF,11.9,-1.404,-1.391,-0.013,0.505,Stretch Big,Helper
1631157,Ryan Rollins,2026,MIL,PG,32.1,-0.668,-0.299,-0.368,2.667,Primary Ball Handler,Point of Attack
1631159,Leonard Miller,2026,MIN/CHI,SF,15.621,-0.993,0.159,-1.152,0.66,Stationary Shooter,Helper
1631165,Keon Ellis,2026,SAC/CLE,SG,20.536,-0.177,-1.244,1.067,2.115,Movement Shooter,Point of Attack
1631166,Drew Timme,2026,LAL,PF,8.706,-2.702,-1.19,-1.512,-0.033,Versatile Big,Helper
1631169,Josh Minott,2026,BOS/BRK,PF,17.012,-0.349,-1.001,0.653,1.103,Movement Shooter,Wing Stopper
1631170,Jaime Jaquez Jr.,2026,MIA,SF,28.281,-1.522,-0.649,-0.873,1.249,Shot Creator,Helper
1631172,Ousmane Dieng,2026,OKC/MIL,C,19.287,-1.62,-1.16,-0.46,0.58,Secondary Ball Handler,Helper
1631174,Tyler Burton,2026,MEM,SF,25.561,-2.616,-1.387,-1.229,-0.027,Movement Shooter,Helper
1631199,Ron Harper Jr.,2026,BOS,SF,10.948,-0.434,-0.283,-0.151,0.403,Movement Shooter,Chaser
1631200,Kris Murray,2026,POR,SF,23.386,-1.745,-1.73,-0.014,0.6,Stationary Shooter,Helper
1631204,Marcus Sasser,2026,DET,PG,12.012,-2.122,-1.168,-0.953,0.099,Secondary Ball Handler,Point of Attack
1631205,Buddy Boeheim,2026,OKC,SF,3.75,-0.983,-0.163,-0.821,0.014,Low Minute,Helper
1631207,Dalen Terry,2026,CHI/PHI,SG,11.479,-0.726,-1.187,0.46,0.598,Stationary Shooter,Point of Attack
1631210,Jacob Toppin,2026,ATL,SF,3.373,-0.735,-0.381,-0.354,0.018,Low Minute,Chaser
1631211,Trevor Keels,2026,MIA,SG,1.867,-0.863,-0.556,-0.307,0.015,Low Minute,Chaser
1631212,Peyton Watson,2026,DEN,SF,29.586,-1.281,-1.022,-0.258,1.181,Movement Shooter,Point of Attack
1631213,Tyrese Martin,2026,BRK/PHI,SG,16.882,-1.045,-0.644,-0.401,0.688,Secondary Ball Handler,Chaser
1631214,Alondes Williams,2026,WAS,SG,25.196,-0.456,-0.409,-0.047,0.127,Movement Shooter,Helper
1631216,Caleb Houstan,2026,ATL,SF,4.193,-1.104,-0.675,-0.43,0.064,Low Minute,Helper
1631217,Moussa Diabate,2026,CHO,C,26.008,1.816,0.229,1.587,5.083,Roll + Cut Big,Mobile Big
1631218,Trayce Jackson-Davis,2026,GSW/TOR,C,9.358,-0.579,-1.085,0.507,0.584,Roll + Cut Big,Mobile Big
1631221,Collin Gillespie,2026,PHO,PG,28.52,1.913,0.678,1.235,6.245,Primary Ball Handler,Point of Attack
1631222,Jake Laravia,2026,LAL,PF,25.138,-1.177,-0.61,-0.566,1.658,Stationary Shooter,Point of Attack
1631223,David Roddy,2026,DEN,PF,14.603,-1.131,-0.329,-0.802,0.061,Low Minute,Helper
1631230,Dominick Barlow,2026,PHI,PF,23.78,-0.903,-1.404,0.502,1.647,Athletic Finisher,Wing Stopper
1631243,Mouhamed Gueye,2026,ATL,PF,15.306,0.353,-1.508,1.862,2.078,Stationary Shooter,Helper
1631245,Quenton Jackson,2026,IND,PG,18.313,-1.161,-0.376,-0.785,0.73,Primary Ball Handler,Point of Attack
1631246,Vince Williams Jr.,2026,MEM/UTA,SG,20.482,-1.32,-0.716,-0.605,0.585,Primary Ball Handler,Wing Stopper
1631247,Luke Travers,2026,CLE,SG,8.589,-0.495,-0.344,-0.151,0.127,Movement Shooter,Helper
1631248,Baylor Scheierman,2026,BOS,SG,18.558,-0.292,-0.495,0.202,1.941,Movement Shooter,Chaser
1631250,Pete Nance,2026,MIL,PF,15.681,-1.675,-1.47,-0.206,0.364,Movement Shooter,Helper
1631255,Karlo Matkovic,2026,NOP,PF,14.705,-0.661,-1.094,0.433,1.027,Stretch Big,Helper
1631260,Aj Green,2026,MIL,SG,29.1,-1.072,-0.412,-0.66,1.973,Movement Shooter,Chaser
1631288,Jamal Cain,2026,ORL,SF,12.147,-0.72,-0.502,-0.218,0.529,Movement Shooter,Point of Attack
1631321,Sidy Cissoko,2026,POR,SF,19.131,-1.68,-2.342,0.663,0.704,Stationary Shooter,Helper
1631323,Simone Fontecchio,2026,MIA,SF,16.747,-0.386,0.56,-0.946,1.523,Off Screen Shooter,Helper
1631338,Mouhamadou Gueye,2026,CHI,PF,22.717,-0.53,-0.261,-0.269,0.055,Low Minute,Mobile Big
1631342,Daeqwon Plowden,2026,SAC,SG,26.385,-1.724,-0.904,-0.82,0.391,Movement Shooter,Point of Attack
1631351,Lucas Williamson,2026,MEM,SG,31.962,-2.245,-1.171,-1.073,0.032,Movement Shooter,Chaser
1631451,Javonte Cooke,2026,POR,SG,4.929,-0.652,-0.552,-0.1,0.106,Low Minute,Chaser
1631457,Alex Morales,2026,ORL,PG,5.896,-0.494,-0.288,-0.206,0.029,Low Minute,Helper
1631466,Nate Williams,2026,GSW,SG,17.082,-2.478,-1.112,-1.366,-0.001,Stationary Shooter,Wing Stopper
1641705,Victor Wembanyama,2026,SAS,C,29.148,7.647,3.655,3.992,11.25,Shot Creator,Anchor Big
1641706,Brandon Miller,2026,CHO,SF,30.279,1.325,1.195,0.13,4.668,Shot Creator,Chaser
1641707,Taylor Hendricks,2026,UTA/MEM,PF,18.956,-2,-1.634,-0.366,0.327,Stationary Shooter,Helper
1641708,Amen Thompson,2026,HOU,PG,37.378,2.036,1.077,0.959,8.308,Shot Creator,Point of Attack
1641709,Ausar Thompson,2026,DET,SF,25.963,2.821,-0.109,2.93,6.247,Roll + Cut Big,Point of Attack
1641710,Anthony Black,2026,ORL,PG,29.841,0.459,0.202,0.257,3.495,Primary Ball Handler,Point of Attack
1641711,Gradey Dick,2026,TOR,SG,14.033,-2.484,-1.8,-0.684,-0.007,Movement Shooter,Low Activity
1641712,Rayan Rupert,2026,POR/MEM,SG,16.755,-3.363,-2.864,-0.498,-0.58,Stationary Shooter,Chaser
1641713,Gg Jackson,2026,MEM,PF,21.412,-0.846,-0.762,-0.084,1.191,Shot Creator,Wing Stopper
1641715,Cam Whitmore,2026,WAS,SF,16.853,-2.081,-0.788,-1.294,0.086,Shot Creator,Helper
1641716,Jarace Walker,2026,IND,PF,25.7,-2.681,-1.436,-1.245,-0.247,Movement Shooter,Helper
1641717,Cason Wallace,2026,OKC,SG,26.569,2.172,-0.478,2.649,5.928,Secondary Ball Handler,Point of Attack
1641718,Keyonte George,2026,UTA,PG,33.076,-0.645,1.094,-1.739,2.03,Primary Ball Handler,Chaser
1641722,Jordan Hawkins,2026,NOP,SG,13.566,-3.985,-1.985,-2,-0.632,Off Screen Shooter,Chaser
1641723,Kobe Bufkin,2026,LAL,SG,7.468,-1.547,-0.528,-1.019,0.069,Secondary Ball Handler,Point of Attack
1641724,Jett Howard,2026,ORL,SF,12.64,-1.609,0.017,-1.626,0.372,Movement Shooter,Chaser
1641725,Trey Alexander,2026,NOP,SG,12.293,-1.018,-0.514,-0.504,0.1,Secondary Ball Handler,Point of Attack
1641726,Dereck Lively Ii,2026,DAL,C,16.462,-0.124,-1.002,0.877,0.169,Athletic Finisher,Anchor Big
1641727,Dariq Whitehead,2026,MEM,SF,30.469,-1.92,-0.719,-1.201,0.062,Movement Shooter,Helper
1641729,Brice Sensabaugh,2026,UTA,SF,23.49,-1.886,0.259,-2.145,0.639,Movement Shooter,Helper
1641730,Noah Clowney,2026,BRK,PF,26.969,-2.836,-1.901,-0.936,-0.395,Movement Shooter,Wing Stopper
1641731,Bilal Coulibaly,2026,WAS,SG,26.206,-1.73,-1.678,-0.051,0.675,Secondary Ball Handler,Wing Stopper
1641732,Colby Jones,2026,DET,SG,6.817,-1.088,-0.27,-0.818,0.006,Low Minute,Point of Attack
1641733,Nick Smith Jr.,2026,LAL,SG,12.495,-2.657,-0.989,-1.668,-0.042,Shot Creator,Point of Attack
1641737,Adem Bona,2026,PHI,C,17.38,-0.914,-2.059,1.145,1.195,Roll + Cut Big,Mobile Big
1641738,Kobe Brown,2026,LAC/IND,PF,15.775,-2.938,-1.557,-1.381,-0.273,Movement Shooter,Helper
1641739,Toumani Camara,2026,POR,PF,33.305,-0.023,-0.956,0.934,4.171,Stationary Shooter,Wing Stopper
1641740,Jaylen Clark,2026,MIN,SG,13.051,-0.683,-0.465,-0.219,0.988,Stationary Shooter,Point of Attack
1641744,Zach Edey,2026,MEM,C,25.8,0.912,-0.944,1.857,0.6,Post Scorer,Anchor Big
1641747,Daron Holmes Ii,2026,DEN,PF,8.379,-1.69,-1.092,-0.598,0.101,Stationary Shooter,Mobile Big
1641748,Andre Jackson Jr.,2026,MIL,SG,8.501,-0.761,-1.502,0.741,0.434,Stationary Shooter,Helper
1641750,Ryan Kalkbrenner,2026,CHO,C,21.432,-0.503,-1.988,1.485,1.813,Roll + Cut Big,Anchor Big
1641752,Bobi Klintman,2026,DET,SF,5.946,-1.425,-0.75,-0.674,0.046,Low Minute,Helper
1641753,Chris Livingston,2026,CLE,SF,5.806,-0.641,-0.322,-0.319,0.02,Low Minute,Chaser
1641755,Kevin Mccullar Jr.,2026,NYK,SF,7.376,-1.891,-1.206,-0.684,0.056,Secondary Ball Handler,Chaser
1641757,Jordan Miller,2026,LAC,SF,22.078,-0.766,0.195,-0.962,1.405,Shot Creator,Chaser
1641761,Grant Nelson,2026,BRK,PF,8.75,-0.155,-0.343,0.188,0.051,Low Minute,Mobile Big
1641763,Julian Phillips,2026,CHI/MIN,SF,8.895,-2.377,-2.283,-0.094,0.025,Stationary Shooter,Chaser
1641764,Brandin Podziemski,2026,GSW,SG,28.443,0.183,-0.587,0.77,3.863,Primary Ball Handler,Chaser
1641765,Olivier-Maxence Prosper,2026,MEM,PF,18.556,-2.116,-1.328,-0.787,0.217,Stretch Big,Mobile Big
1641767,Ben Sheppard,2026,IND,SG,21.389,-2.008,-1.241,-0.767,0.399,Movement Shooter,Chaser
1641771,Jalen Slawson,2026,IND,SF,23.886,-0.192,-0.899,0.708,0.441,Movement Shooter,Helper
1641772,Nae'Qwan Tomlin,2026,CLE,PF,15.68,-0.61,-0.509,-0.101,1.163,Stationary Shooter,Helper
1641774,Tristan Vukcevic,2026,WAS,C,13.692,-0.821,-0.21,-0.611,0.689,Stretch Big,Mobile Big
1641775,Jordan Walsh,2026,BOS,PF,17.819,-0.494,-1.186,0.692,1.493,Stationary Shooter,Point of Attack
1641778,Leaky Black,2026,WAS,SF,28.87,-2.759,-2.475,-0.283,-0.076,Stationary Shooter,Chaser
1641780,Johni Broome,2026,PHI,C,4.976,-1.164,-0.596,-0.568,0.044,Low Minute,Helper
1641783,Tristan Da Silva,2026,ORL,SF,24.666,-0.717,-0.838,0.121,2.073,Movement Shooter,Helper
1641787,Tosan Evbuomwan,2026,NYK,SF,1.537,-1.107,-0.53,-0.577,0.007,Low Minute,Helper
1641790,Pj Hall,2026,MEM/CHO,C,11.228,-1.52,-1.519,-0.001,0.126,Roll + Cut Big,Anchor Big
1641794,Dillon Jones,2026,NYK,SF,5.626,-1.138,-0.614,-0.524,0.033,Low Minute,Helper
1641796,Pelle Larsson,2026,MIA,SG,26.415,0.073,-0.451,0.524,2.935,Shot Creator,Chaser
1641801,Emanuel Miller,2026,CHI,PF,6.61,-0.438,-0.369,-0.069,0.042,Low Minute,Helper
1641803,Tristen Newton,2026,HOU,SG,12,-1.229,-0.381,-0.848,0.009,Low Minute,
1641807,Norchad Omier,2026,LAC,PF,3.944,-0.714,-0.113,-0.601,0.026,Low Minute,Helper
1641809,Drew Peterson,2026,CHO,PF,10.711,-0.545,-0.55,0.005,0.077,Low Minute,Helper
1641810,Antonio Reeves,2026,CHO,SG,6.765,-0.761,-0.703,-0.058,0.072,Low Minute,Chaser
1641813,Mark Sears,2026,MIL,PG,3.724,-0.002,0.021,-0.023,0.04,Low Minute,Point of Attack
1641815,Isaiah Stevens,2026,SAC,PG,14.261,-0.084,-0.187,0.103,0.064,Low Minute,Chaser
1641816,Hunter Tyson,2026,DEN,PF,7.71,-1.437,-0.899,-0.538,0.104,Movement Shooter,Helper
1641824,Matas Buzelis,2026,CHI,PF,29.196,-0.789,-0.679,-0.11,2.353,Movement Shooter,Helper
1641842,Ronald Holland Ii,2026,DET,SF,19.873,-0.459,-2.017,1.558,1.943,Stationary Shooter,Point of Attack
1641854,Craig Porter Jr.,2026,CLE,PG,17.929,1.802,0.626,1.177,3.062,Secondary Ball Handler,Point of Attack
1641869,Malachi Smith,2026,BRK,SG,23.921,-1.741,-1.5,-0.241,0.163,Secondary Ball Handler,Low Activity
1641871,Duop Reath,2026,POR,C,8.066,-2.075,-1.822,-0.253,0.063,Stationary Shooter,Helper
1641890,Tyler Smith,2026,DAL,PF,13.799,-0.895,-0.413,-0.482,0.162,Stretch Big,Helper
1641989,Elijah Harkless,2026,UTA,SG,20.953,-0.737,-0.717,-0.02,0.588,Primary Ball Handler,Point of Attack
1641998,Trey Jemison Iii,2026,NYK,C,6.274,-1.724,-1.389,-0.335,0.038,Low Minute,Anchor Big
1642066,Myron Gardner,2026,MIA,SF,9.121,0.528,-0.399,0.927,0.769,Movement Shooter,Helper
1642258,Zaccharie Risacher,2026,ATL,SF,22.435,-0.39,-0.729,0.338,1.949,Movement Shooter,Helper
1642259,Alex Sarr,2026,WAS,C,27.179,-0.347,-1.089,0.742,1.727,Shot Creator,Mobile Big
1642260,Nikola Topic,2026,OKC,PG,16.007,-1.33,-0.326,-1.004,0.113,Slasher,Chaser
1642261,Dalton Knecht,2026,LAL,SF,10.238,-3.698,-2.056,-1.642,-0.41,Movement Shooter,Helper
1642262,Cody Williams,2026,UTA,SG,24.335,-2.994,-2.332,-0.661,-0.518,Athletic Finisher,Point of Attack
1642263,Reed Sheppard,2026,HOU,SG,26.176,-1.786,-0.742,-1.044,0.912,Primary Ball Handler,Chaser
1642264,Stephon Castle,2026,SAS,PG,29.964,1.464,0.556,0.908,5.009,Primary Ball Handler,Point of Attack
1642265,Rob Dillingham,2026,MIN/CHI,PG,14.921,-3.154,-1.585,-1.569,-0.403,Shot Creator,Low Activity
1642266,Ja'Kobe Walter,2026,TOR,SG,20.464,-0.758,-0.994,0.235,1.57,Movement Shooter,Point of Attack
1642267,Bub Carrington,2026,WAS,PG,27.688,-5.555,-2.61,-2.945,-4.135,Primary Ball Handler,Point of Attack
1642268,Isaiah Collier,2026,UTA,PG,25.709,-2.264,-1.089,-1.175,0.196,Shot Creator,Point of Attack
1642269,Devin Carter,2026,SAC,PG,18.416,-0.046,0.173,-0.219,1.059,Primary Ball Handler,Point of Attack
1642270,Donovan Clingan,2026,POR,C,27.186,3.407,1.057,2.35,7.643,Stretch Big,Anchor Big
1642271,Kyle Filipowski,2026,UTA,C,23.388,-0.303,-0.366,0.063,2.433,Stationary Shooter,Helper
1642272,Jared Mccain,2026,PHI/OKC,SG,17.306,-2.656,-0.809,-1.847,-0.129,Secondary Ball Handler,Low Activity
1642273,Kyshawn George,2026,WAS,SF,28.977,-1.147,-0.942,-0.205,1.145,Primary Ball Handler,Wing Stopper
1642274,Yves Missi,2026,NOP,C,19.649,-0.477,-1.032,0.556,1.611,Roll + Cut Big,Mobile Big
1642275,Tidjane Salaun,2026,CHO,PF,15.547,-1.226,-1.512,0.286,0.445,Stationary Shooter,Helper
1642276,Kel'El Ware,2026,MIA,C,22.125,0.796,0.096,0.7,3.477,Stretch Big,Mobile Big
1642277,Johnny Furphy,2026,IND,SG,18.37,-0.786,-2.115,1.329,0.674,Stationary Shooter,Helper
1642278,Tyler Kolek,2026,NYK,PG,11.726,-1.055,-1.025,-0.03,0.64,Primary Ball Handler,Point of Attack
